Symbol,Last_chck_time,Price,ex_date,Rate,tmp,publish_Date,Amount,Industry
AGNC,2.02401E+13,$9.81 ,1/30/2024,N/A,,1/10/2024,0,Real Estate Investment Trusts
LNT,2.02401E+13,$48.85 ,1/30/2024,N/A,,1/12/2024,0,Power Generation
CALM,2.02401E+13,$56.16 ,1/30/2024,N/A,,11/27/2007,0,Farming/Seeds/Milling
CCLP,2.02401E+13,$1.90 ,1/30/2024,N/A,,1/18/2024,0,Oilfield Services/Equipment
ENTG,2.02401E+13,$120.39 ,1/30/2024,N/A,,1/17/2024,0,Plastic Products
FRMEP,2.02401E+13,$25.95 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
LXP^C,2.02401E+13,$46.96 ,1/30/2024,6.92%,,10/31/2023,3.25,N/A
MCBS,2.02401E+13,$24.48 ,1/30/2024,N/A,,1/17/2024,0,Major Banks
NTIC,2.02401E+13,$13.29 ,1/30/2024,N/A,,1/17/2024,0,Industrial Specialties
OCFCP,2.02401E+13,$24.76 ,1/30/2024,N/A,,1/17/2024,0,Major Banks
PAA,2.02401E+13,$16.30 ,1/30/2024,N/A,,1/8/2024,0,Natural Gas Distribution
PAGP,2.02401E+13,$17.04 ,1/30/2024,N/A,,1/8/2024,0,Oil & Gas Production
SQFTP,2.02401E+13,$15.93 ,1/30/2024,N/A,,12/18/2023,0,Real Estate Investment Trusts
RBB,2.02401E+13,$18.75 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
SCHL,2.02401E+13,$39.81 ,1/30/2024,N/A,,12/13/2023,0,Books
BSRR,2.02401E+13,$21.90 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
TXN,2.02401E+13,$164.09 ,1/30/2024,N/A,,1/18/2024,0,Semiconductors
NBH,2.02401E+13,$10.20 ,1/30/2024,4.44%,,1/16/2024,0.4529,Finance/Investors Services
WST,2.02401E+13,$361.36 ,1/30/2024,0.22%,,12/6/2023,0.8,Medical/Dental Instruments
MTR,2.02401E+13,$10.88 ,1/30/2024,3.40%,,1/18/2024,0.3022,Oil & Gas Production
PBT,2.02401E+13,$15.01 ,1/30/2024,8.49%,,1/19/2024,0.3724,Oil & Gas Production
SJT,2.02401E+13,$5.05 ,1/30/2024,2.93%,,1/19/2024,0.1952,Oil & Gas Production
AOS,2.02401E+13,$80.92 ,1/30/2024,1.58%,,1/16/2024,1.28,Consumer Electronics/Appliances
NNN,2.02401E+13,$41.13 ,1/30/2024,5.49%,,1/16/2024,2.26,Real Estate Investment Trusts
DNP,2.02401E+13,$8.84 ,1/30/2024,8.82%,,12/14/2023,0.78,Investment Managers
CRT,2.02401E+13,$18.23 ,1/30/2024,9.41%,,1/19/2024,1.3839,Oil & Gas Production
MS,2.02401E+13,$87.73 ,1/30/2024,3.88%,,1/16/2024,3.4,Investment Bankers/Brokers/Service
SKT,2.02401E+13,$27.96 ,1/30/2024,3.72%,,1/17/2024,1.04,Real Estate Investment Trusts
ADC,2.02401E+13,$59.47 ,1/30/2024,4.98%,,1/11/2024,2.964,Real Estate Investment Trusts
GEL,2.02401E+13,$11.86 ,1/30/2024,5.06%,,1/10/2024,0.6,Oil Refining/Marketing
SLG,2.02401E+13,$47.25 ,1/30/2024,6.35%,,1/18/2024,3,Real Estate Investment Trusts
EPR,2.02401E+13,$45.14 ,1/30/2024,7.31%,,1/16/2024,3.3,Real Estate Investment Trusts
EPD,2.02401E+13,$27.41 ,1/30/2024,7.30%,,1/8/2024,2.06,Natural Gas Distribution
ARC,2.02401E+13,$3.07 ,1/30/2024,6.51%,,12/6/2023,0.2,Professional Services
TVE,2.02401E+13,$22.18 ,1/30/2024,2.50%,,N/A,0.554,Electric Utilities: Central
STAG,2.02401E+13,$37.98 ,1/30/2024,3.87%,,1/10/2024,1.48,Real Estate Investment Trusts
VRTS,2.02401E+13,$245.96 ,1/30/2024,3.09%,,12/7/2023,7.6,Investment Managers
EFC,2.02401E+13,$12.90 ,1/30/2024,8.37%,,1/8/2024,1.8,Real Estate
TRGP,2.02401E+13,$86.81 ,1/30/2024,2.30%,,1/18/2024,2,Natural Gas Distribution
KMI,2.02401E+13,$17.44 ,1/30/2024,6.48%,,1/17/2024,1.13,Natural Gas Distribution
ORC,2.02401E+13,$8.64 ,1/30/2024,16.67%,,1/10/2024,1.44,Real Estate Investment Trusts
SCM,2.02401E+13,$13.48 ,1/30/2024,11.87%,,1/15/2024,1.5996,Finance/Investors Services
EARN,2.02401E+13,$6.19 ,1/30/2024,15.51%,,1/8/2024,0.96,Real Estate Investment Trusts
CFG,2.02401E+13,$33.59 ,1/30/2024,5%,,1/17/2024,1.68,Major Banks
APLE,2.02401E+13,$16.52 ,1/30/2024,5.64%,,1/19/2024,0.96,Real Estate Investment Trusts
PRT,2.02401E+13,$4.72 ,1/30/2024,7.70%,,1/19/2024,0.4147,Oil & Gas Production
NWN,2.02401E+13,$38.73 ,1/30/2024,5.03%,,1/11/2024,1.95,Oil/Gas Transmission
MDV,2.02401E+13,$15.02 ,1/30/2024,N/A,,12/14/2023,1.15,Transportation Services
SFIGA,2.02401E+13,$81.25 ,1/30/2024,1.65%,,1/17/2024,1.34,N/A
MHCUF,2.02401E+13,$16.00 ,1/30/2024,3.69%,,1/16/2024,0.5904,N/A
DRREF,2.02401E+13,$7.15 ,1/30/2024,5.87%,,1/22/2024,0.42,N/A
AGNC,2.02401E+13,$9.81 ,1/30/2024,N/A,,1/10/2024,0,Real Estate Investment Trusts
LNT,2.02401E+13,$48.85 ,1/30/2024,N/A,,1/12/2024,0,Power Generation
CALM,2.02401E+13,$56.16 ,1/30/2024,N/A,,11/27/2007,0,Farming/Seeds/Milling
CCLP,2.02401E+13,$1.90 ,1/30/2024,N/A,,1/18/2024,0,Oilfield Services/Equipment
ENTG,2.02401E+13,$120.39 ,1/30/2024,N/A,,1/17/2024,0,Plastic Products
FRMEP,2.02401E+13,$25.95 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
LXP^C,2.02401E+13,$46.96 ,1/30/2024,6.92%,,10/31/2023,3.25,N/A
MCBS,2.02401E+13,$24.48 ,1/30/2024,N/A,,1/17/2024,0,Major Banks
NTIC,2.02401E+13,$13.29 ,1/30/2024,N/A,,1/17/2024,0,Industrial Specialties
OCFCP,2.02401E+13,$24.76 ,1/30/2024,N/A,,1/17/2024,0,Major Banks
PAA,2.02401E+13,$16.30 ,1/30/2024,N/A,,1/8/2024,0,Natural Gas Distribution
PAGP,2.02401E+13,$17.04 ,1/30/2024,N/A,,1/8/2024,0,Oil & Gas Production
SQFTP,2.02401E+13,$15.93 ,1/30/2024,N/A,,12/18/2023,0,Real Estate Investment Trusts
RBB,2.02401E+13,$18.75 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
SCHL,2.02401E+13,$39.81 ,1/30/2024,N/A,,12/13/2023,0,Books
BSRR,2.02401E+13,$21.90 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
TXN,2.02401E+13,$164.09 ,1/30/2024,N/A,,1/18/2024,0,Semiconductors
NBH,2.02401E+13,$10.20 ,1/30/2024,4.44%,,1/16/2024,0.4529,Finance/Investors Services
WST,2.02401E+13,$361.36 ,1/30/2024,0.22%,,12/6/2023,0.8,Medical/Dental Instruments
MTR,2.02401E+13,$10.88 ,1/30/2024,3.40%,,1/18/2024,0.3022,Oil & Gas Production
PBT,2.02401E+13,$15.01 ,1/30/2024,8.49%,,1/19/2024,0.3724,Oil & Gas Production
SJT,2.02401E+13,$5.05 ,1/30/2024,2.93%,,1/19/2024,0.1952,Oil & Gas Production
AOS,2.02401E+13,$80.92 ,1/30/2024,1.58%,,1/16/2024,1.28,Consumer Electronics/Appliances
NNN,2.02401E+13,$41.13 ,1/30/2024,5.49%,,1/16/2024,2.26,Real Estate Investment Trusts
DNP,2.02401E+13,$8.84 ,1/30/2024,8.82%,,12/14/2023,0.78,Investment Managers
CRT,2.02401E+13,$18.23 ,1/30/2024,9.41%,,1/19/2024,1.3839,Oil & Gas Production
MS,2.02401E+13,$87.73 ,1/30/2024,3.88%,,1/16/2024,3.4,Investment Bankers/Brokers/Service
SKT,2.02401E+13,$27.96 ,1/30/2024,3.72%,,1/17/2024,1.04,Real Estate Investment Trusts
ADC,2.02401E+13,$59.47 ,1/30/2024,4.98%,,1/11/2024,2.964,Real Estate Investment Trusts
GEL,2.02401E+13,$11.86 ,1/30/2024,5.06%,,1/10/2024,0.6,Oil Refining/Marketing
SLG,2.02401E+13,$47.25 ,1/30/2024,6.35%,,1/18/2024,3,Real Estate Investment Trusts
EPR,2.02401E+13,$45.14 ,1/30/2024,7.31%,,1/16/2024,3.3,Real Estate Investment Trusts
EPD,2.02401E+13,$27.41 ,1/30/2024,7.30%,,1/8/2024,2.06,Natural Gas Distribution
ARC,2.02401E+13,$3.07 ,1/30/2024,6.51%,,12/6/2023,0.2,Professional Services
TVE,2.02401E+13,$22.18 ,1/30/2024,2.50%,,N/A,0.554,Electric Utilities: Central
STAG,2.02401E+13,$37.98 ,1/30/2024,3.87%,,1/10/2024,1.48,Real Estate Investment Trusts
VRTS,2.02401E+13,$245.96 ,1/30/2024,3.09%,,12/7/2023,7.6,Investment Managers
EFC,2.02401E+13,$12.90 ,1/30/2024,8.37%,,1/8/2024,1.8,Real Estate
TRGP,2.02401E+13,$86.81 ,1/30/2024,2.30%,,1/18/2024,2,Natural Gas Distribution
KMI,2.02401E+13,$17.44 ,1/30/2024,6.48%,,1/17/2024,1.13,Natural Gas Distribution
ORC,2.02401E+13,$8.64 ,1/30/2024,16.67%,,1/10/2024,1.44,Real Estate Investment Trusts
SCM,2.02401E+13,$13.48 ,1/30/2024,11.87%,,1/15/2024,1.5996,Finance/Investors Services
EARN,2.02401E+13,$6.19 ,1/30/2024,15.51%,,1/8/2024,0.96,Real Estate Investment Trusts
CFG,2.02401E+13,$33.59 ,1/30/2024,5%,,1/17/2024,1.68,Major Banks
APLE,2.02401E+13,$16.52 ,1/30/2024,5.64%,,1/19/2024,0.96,Real Estate Investment Trusts
PRT,2.02401E+13,$4.72 ,1/30/2024,7.70%,,1/19/2024,0.4147,Oil & Gas Production
NWN,2.02401E+13,$38.73 ,1/30/2024,5.03%,,1/11/2024,1.95,Oil/Gas Transmission
MDV,2.02401E+13,$15.02 ,1/30/2024,N/A,,12/14/2023,1.15,Transportation Services
SFIGA,2.02401E+13,$81.25 ,1/30/2024,1.65%,,1/17/2024,1.34,N/A
MHCUF,2.02401E+13,$16.00 ,1/30/2024,3.69%,,1/16/2024,0.5904,N/A
DRREF,2.02401E+13,$7.15 ,1/30/2024,5.87%,,1/22/2024,0.42,N/A
FULO,2.02401E+13,$0.25 ,1/30/2024,5.26%,,1/16/2024,0.0132,N/A
SRRTF,2.02401E+13,$9.47 ,1/30/2024,9.12%,,1/16/2024,0.864,N/A
WCFB,2.02401E+13,$7.06 ,1/30/2024,2.83%,,1/17/2024,0.2,N/A
BSRTF,2.02401E+13,$11.87 ,1/30/2024,4.38%,,1/16/2024,0.5196,N/A
KLKBY,2.02401E+13,$5.15 ,1/30/2024,1.35%,,N/A,0.1378,N/A
ATLO,2.02401E+13,$21.10 ,1/31/2024,N/A,,11/8/2023,0,Major Banks
OZKAP,2.02401E+13,$17.75 ,1/31/2024,N/A,,1/2/2024,0,Major Banks
CASY,2.02401E+13,$275.45 ,1/31/2024,N/A,,12/7/2023,0,Retail-Auto Dealers and Gas Stations
CULL,2.02401E+13,$11.58 ,1/31/2024,N/A,,1/18/2024,0,Savings Institutions
DGICA,2.02401E+13,$14.91 ,1/31/2024,N/A,,12/21/2023,0,Property-Casualty Insurers
DGICB,2.02401E+13,$15.50 ,1/31/2024,N/A,,12/21/2023,0,Property-Casualty Insurers
FAST,2.02401E+13,$68.40 ,1/31/2024,N/A,,1/17/2024,0,RETAIL: Building Materials
FELE,2.02401E+13,$95.86 ,1/31/2024,N/A,,1/22/2024,0,Metal Fabrications
FRAF,2.02401E+13,$33.66 ,1/31/2024,N/A,,1/18/2024,0,Major Banks
HAS,2.02401E+13,$51.11 ,1/31/2024,N/A,,12/14/2023,0,Recreational Games/Products/Toys
IBTX,2.02401E+13,$51.37 ,1/31/2024,N/A,,1/18/2024,0,Major Banks
LCUT,2.02401E+13,$7.69 ,1/31/2024,N/A,,11/7/2023,0,Industrial Machinery/Components
PLBC,2.02401E+13,$38.83 ,1/31/2024,N/A,,1/17/2024,0,Finance Companies
CGABL,2.02401E+13,$19.95 ,1/31/2024,N/A,,1/29/2024,0,Investment Managers
PNW,2.02401E+13,$71.37 ,1/31/2024,4.93%,,12/13/2023,3.52,Electric Utilities: Central
VLO,2.02401E+13,$137.91 ,1/31/2024,2.96%,,1/18/2024,4.28,Integrated oil Companies
AES,2.02401E+13,$17.15 ,1/31/2024,3.87%,,12/8/2023,0.69,Electric Utilities: Central
ATR,2.02401E+13,$131.70 ,1/31/2024,1.25%,,1/18/2024,1.64,Plastic Products
O,2.02401E+13,$54.97 ,1/31/2024,5.60%,,1/9/2024,3.078,Real Estate Investment Trusts
NRG,2.02401E+13,$54.25 ,1/31/2024,2.78%,,1/19/2024,1.63,Electric Utilities: Central
PRS,2.02401E+13,$25.18 ,1/31/2024,5.58%,,N/A,1.4062,Life Insurance
ALLY,2.02401E+13,$37.62 ,1/31/2024,3.19%,,1/16/2024,1.2,Major Banks
WES,2.02401E+13,$29.40 ,1/31/2024,7.82%,,1/22/2024,2.3,Natural Gas Distribution
GHC,2.02401E+13,$737.04 ,1/31/2024,0.90%,,1/18/2024,6.88,Other Consumer Services
NRUC,2.02401E+13,$25.07 ,1/31/2024,5.48%,,N/A,1.375,Diversified Financial Services
AON,2.02401E+13,$301.90 ,1/31/2024,0.81%,,1/10/2024,2.46,Specialty Insurers
KCLI,2.02401E+13,$35.75 ,1/31/2024,1.57%,,1/22/2024,0.56,N/A
OAKV,2.02401E+13,$8.75 ,1/31/2024,N/A,,1/18/2024,0.2,N/A
BACXL,2.02401E+13,$24.92 ,1/31/2024,4.77%,,1/18/2024,1.1875,N/A
AMSWA,2.02401E+13,$11.68 ,2/1/2024,N/A,,11/20/2023,0,Computer Software: Prepackaged Software
CFFN,2.02401E+13,$6.44 ,2/1/2024,N/A,,1/23/2024,0,Savings Institutions
CVCY,2.02401E+13,$19.91 ,2/1/2024,N/A,,1/17/2024,0,Major Banks
COST,2.02401E+13,$686.88 ,2/1/2024,N/A,,1/18/2024,0,Department/Specialty Retail Stores
EWBC,2.02401E+13,$74.28 ,2/1/2024,N/A,,1/23/2024,0,Major Banks
MNSB,2.02401E+13,$21.72 ,2/1/2024,N/A,,1/23/2024,0,Major Banks
MDRR,2.02401E+13,$5.00 ,2/1/2024,N/A,,1/23/2024,0,Real Estate Investment Trusts
MDRRP,2.02401E+13,$24.04 ,2/1/2024,N/A,,1/23/2024,0,Real Estate Investment Trusts
NWBI,2.02401E+13,$12.97 ,2/1/2024,N/A,,1/18/2024,0,Major Banks
PNFP,2.02401E+13,$89.71 ,2/1/2024,N/A,,1/16/2024,0,Major Banks
SSBK,2.02401E+13,$27.58 ,2/1/2024,N/A,,1/17/2024,0,Commercial Banks
DIT,2.02401E+13,$196.00 ,2/1/2024,0.38%,,1/23/2024,0.72,Food Distributors
WFC,2.02401E+13,$50.32 ,2/1/2024,2.78%,,1/23/2024,1.4,Major Banks
PNM,2.02401E+13,$37.03 ,2/1/2024,3.97%,,12/5/2023,1.55,Electric Utilities: Central
BRO,2.02401E+13,$76.88 ,2/1/2024,0.68%,,1/17/2024,0.52,Specialty Insurers
NSC,2.02401E+13,$234.26 ,2/1/2024,2.31%,,1/24/2024,5.4,Railroads
AWF,2.02401E+13,$10.42 ,2/1/2024,7.54%,,1/23/2024,0.786,"Trusts, Except Educational, Religious, and Charitable"
AGNC,2.02401E+13,$9.81 ,1/30/2024,N/A,,1/10/2024,0,Real Estate Investment Trusts
LNT,2.02401E+13,$48.85 ,1/30/2024,N/A,,1/12/2024,0,Power Generation
CALM,2.02401E+13,$56.16 ,1/30/2024,N/A,,11/27/2007,0,Farming/Seeds/Milling
CCLP,2.02401E+13,$1.90 ,1/30/2024,N/A,,1/18/2024,0,Oilfield Services/Equipment
ENTG,2.02401E+13,$120.39 ,1/30/2024,N/A,,1/17/2024,0,Plastic Products
FRMEP,2.02401E+13,$25.95 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
LXP^C,2.02401E+13,$46.96 ,1/30/2024,6.92%,,10/31/2023,3.25,N/A
MCBS,2.02401E+13,$24.48 ,1/30/2024,N/A,,1/17/2024,0,Major Banks
NTIC,2.02401E+13,$13.29 ,1/30/2024,N/A,,1/17/2024,0,Industrial Specialties
OCFCP,2.02401E+13,$24.76 ,1/30/2024,N/A,,1/17/2024,0,Major Banks
PAA,2.02401E+13,$16.30 ,1/30/2024,N/A,,1/8/2024,0,Natural Gas Distribution
PAGP,2.02401E+13,$17.04 ,1/30/2024,N/A,,1/8/2024,0,Oil & Gas Production
SQFTP,2.02401E+13,$15.93 ,1/30/2024,N/A,,12/18/2023,0,Real Estate Investment Trusts
RBB,2.02401E+13,$18.75 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
SCHL,2.02401E+13,$39.81 ,1/30/2024,N/A,,12/13/2023,0,Books
BSRR,2.02401E+13,$21.90 ,1/30/2024,N/A,,1/18/2024,0,Major Banks
TXN,2.02401E+13,$164.09 ,1/30/2024,N/A,,1/18/2024,0,Semiconductors
NBH,2.02401E+13,$10.20 ,1/30/2024,4.44%,,1/16/2024,0.4529,Finance/Investors Services
WST,2.02401E+13,$361.36 ,1/30/2024,0.22%,,12/6/2023,0.8,Medical/Dental Instruments
MTR,2.02401E+13,$10.88 ,1/30/2024,3.40%,,1/18/2024,0.3022,Oil & Gas Production
PBT,2.02401E+13,$15.01 ,1/30/2024,8.49%,,1/19/2024,0.3724,Oil & Gas Production
SJT,2.02401E+13,$5.05 ,1/30/2024,2.93%,,1/19/2024,0.1952,Oil & Gas Production
AOS,2.02401E+13,$80.92 ,1/30/2024,1.58%,,1/16/2024,1.28,Consumer Electronics/Appliances
NNN,2.02401E+13,$41.13 ,1/30/2024,5.49%,,1/16/2024,2.26,Real Estate Investment Trusts
DNP,2.02401E+13,$8.84 ,1/30/2024,8.82%,,12/14/2023,0.78,Investment Managers
CRT,2.02401E+13,$18.23 ,1/30/2024,9.41%,,1/19/2024,1.3839,Oil & Gas Production
MS,2.02401E+13,$87.73 ,1/30/2024,3.88%,,1/16/2024,3.4,Investment Bankers/Brokers/Service
SKT,2.02401E+13,$27.96 ,1/30/2024,3.72%,,1/17/2024,1.04,Real Estate Investment Trusts
ADC,2.02401E+13,$59.47 ,1/30/2024,4.98%,,1/11/2024,2.964,Real Estate Investment Trusts
GEL,2.02401E+13,$11.86 ,1/30/2024,5.06%,,1/10/2024,0.6,Oil Refining/Marketing
SLG,2.02401E+13,$47.25 ,1/30/2024,6.35%,,1/18/2024,3,Real Estate Investment Trusts
EPR,2.02401E+13,$45.14 ,1/30/2024,7.31%,,1/16/2024,3.3,Real Estate Investment Trusts
EPD,2.02401E+13,$27.41 ,1/30/2024,7.30%,,1/8/2024,2.06,Natural Gas Distribution
ARC,2.02401E+13,$3.07 ,1/30/2024,6.51%,,12/6/2023,0.2,Professional Services
TVE,2.02401E+13,$22.18 ,1/30/2024,2.50%,,N/A,0.554,Electric Utilities: Central
STAG,2.02401E+13,$37.98 ,1/30/2024,3.87%,,1/10/2024,1.48,Real Estate Investment Trusts
VRTS,2.02401E+13,$245.96 ,1/30/2024,3.09%,,12/7/2023,7.6,Investment Managers
EFC,2.02401E+13,$12.90 ,1/30/2024,8.37%,,1/8/2024,1.8,Real Estate
TRGP,2.02401E+13,$86.81 ,1/30/2024,2.30%,,1/18/2024,2,Natural Gas Distribution
KMI,2.02401E+13,$17.44 ,1/30/2024,6.48%,,1/17/2024,1.13,Natural Gas Distribution
ORC,2.02401E+13,$8.64 ,1/30/2024,16.67%,,1/10/2024,1.44,Real Estate Investment Trusts
SCM,2.02401E+13,$13.48 ,1/30/2024,11.87%,,1/15/2024,1.5996,Finance/Investors Services
EARN,2.02401E+13,$6.19 ,1/30/2024,15.51%,,1/8/2024,0.96,Real Estate Investment Trusts
CFG,2.02401E+13,$33.59 ,1/30/2024,5%,,1/17/2024,1.68,Major Banks
APLE,2.02401E+13,$16.52 ,1/30/2024,5.64%,,1/19/2024,0.96,Real Estate Investment Trusts
PRT,2.02401E+13,$4.72 ,1/30/2024,7.70%,,1/19/2024,0.4147,Oil & Gas Production
NWN,2.02401E+13,$38.73 ,1/30/2024,5.03%,,1/11/2024,1.95,Oil/Gas Transmission
MDV,2.02401E+13,$15.02 ,1/30/2024,N/A,,12/14/2023,1.15,Transportation Services
SFIGA,2.02401E+13,$81.25 ,1/30/2024,1.65%,,1/17/2024,1.34,N/A
MHCUF,2.02401E+13,$16.00 ,1/30/2024,3.69%,,1/16/2024,0.5904,N/A
DRREF,2.02401E+13,$7.15 ,1/30/2024,5.87%,,1/22/2024,0.42,N/A
FULO,2.02401E+13,$0.25 ,1/30/2024,5.26%,,1/16/2024,0.0132,N/A
SRRTF,2.02401E+13,$9.47 ,1/30/2024,9.12%,,1/16/2024,0.864,N/A
WCFB,2.02401E+13,$7.06 ,1/30/2024,2.83%,,1/17/2024,0.2,N/A
BSRTF,2.02401E+13,$11.87 ,1/30/2024,4.38%,,1/16/2024,0.5196,N/A
KLKBY,2.02401E+13,$5.15 ,1/30/2024,1.35%,,N/A,0.1378,N/A
ATLO,2.02401E+13,$21.10 ,1/31/2024,N/A,,11/8/2023,0,Major Banks
OZKAP,2.02401E+13,$17.75 ,1/31/2024,N/A,,1/2/2024,0,Major Banks
CASY,2.02401E+13,$275.45 ,1/31/2024,N/A,,12/7/2023,0,Retail-Auto Dealers and Gas Stations
CULL,2.02401E+13,$11.58 ,1/31/2024,N/A,,1/18/2024,0,Savings Institutions
DGICA,2.02401E+13,$14.91 ,1/31/2024,N/A,,12/21/2023,0,Property-Casualty Insurers
DGICB,2.02401E+13,$15.50 ,1/31/2024,N/A,,12/21/2023,0,Property-Casualty Insurers
FAST,2.02401E+13,$68.40 ,1/31/2024,N/A,,1/17/2024,0,RETAIL: Building Materials
FELE,2.02401E+13,$95.86 ,1/31/2024,N/A,,1/22/2024,0,Metal Fabrications
FRAF,2.02401E+13,$33.66 ,1/31/2024,N/A,,1/18/2024,0,Major Banks
HAS,2.02401E+13,$51.11 ,1/31/2024,N/A,,12/14/2023,0,Recreational Games/Products/Toys
IBTX,2.02401E+13,$51.37 ,1/31/2024,N/A,,1/18/2024,0,Major Banks
LCUT,2.02401E+13,$7.69 ,1/31/2024,N/A,,11/7/2023,0,Industrial Machinery/Components
PLBC,2.02401E+13,$38.83 ,1/31/2024,N/A,,1/17/2024,0,Finance Companies
CGABL,2.02401E+13,$19.95 ,1/31/2024,N/A,,1/29/2024,0,Investment Managers
PNW,2.02401E+13,$71.37 ,1/31/2024,4.93%,,12/13/2023,3.52,Electric Utilities: Central
VLO,2.02401E+13,$137.91 ,1/31/2024,2.96%,,1/18/2024,4.28,Integrated oil Companies
AES,2.02401E+13,$17.15 ,1/31/2024,3.87%,,12/8/2023,0.69,Electric Utilities: Central
ATR,2.02401E+13,$131.70 ,1/31/2024,1.25%,,1/18/2024,1.64,Plastic Products
O,2.02401E+13,$54.97 ,1/31/2024,5.60%,,1/9/2024,3.078,Real Estate Investment Trusts
NRG,2.02401E+13,$54.25 ,1/31/2024,2.78%,,1/19/2024,1.63,Electric Utilities: Central
PRS,2.02401E+13,$25.18 ,1/31/2024,5.58%,,N/A,1.4062,Life Insurance
ALLY,2.02401E+13,$37.62 ,1/31/2024,3.19%,,1/16/2024,1.2,Major Banks
WES,2.02401E+13,$29.40 ,1/31/2024,7.82%,,1/22/2024,2.3,Natural Gas Distribution
GHC,2.02401E+13,$737.04 ,1/31/2024,0.90%,,1/18/2024,6.88,Other Consumer Services
NRUC,2.02401E+13,$25.07 ,1/31/2024,5.48%,,N/A,1.375,Diversified Financial Services
AON,2.02401E+13,$301.90 ,1/31/2024,0.81%,,1/10/2024,2.46,Specialty Insurers
KCLI,2.02401E+13,$35.75 ,1/31/2024,1.57%,,1/22/2024,0.56,N/A
OAKV,2.02401E+13,$8.75 ,1/31/2024,N/A,,1/18/2024,0.2,N/A
BACXL,2.02401E+13,$24.92 ,1/31/2024,4.77%,,1/18/2024,1.1875,N/A
AMSWA,2.02401E+13,$11.68 ,2/1/2024,N/A,,11/20/2023,0,Computer Software: Prepackaged Software
CFFN,2.02401E+13,$6.44 ,2/1/2024,N/A,,1/23/2024,0,Savings Institutions
CVCY,2.02401E+13,$19.91 ,2/1/2024,N/A,,1/17/2024,0,Major Banks
COST,2.02401E+13,$686.88 ,2/1/2024,N/A,,1/18/2024,0,Department/Specialty Retail Stores
EWBC,2.02401E+13,$74.28 ,2/1/2024,N/A,,1/23/2024,0,Major Banks
MNSB,2.02401E+13,$21.72 ,2/1/2024,N/A,,1/23/2024,0,Major Banks
MDRR,2.02401E+13,$5.00 ,2/1/2024,N/A,,1/23/2024,0,Real Estate Investment Trusts
MDRRP,2.02401E+13,$24.04 ,2/1/2024,N/A,,1/23/2024,0,Real Estate Investment Trusts
NWBI,2.02401E+13,$12.97 ,2/1/2024,N/A,,1/18/2024,0,Major Banks
PNFP,2.02401E+13,$89.71 ,2/1/2024,N/A,,1/16/2024,0,Major Banks
SSBK,2.02401E+13,$27.58 ,2/1/2024,N/A,,1/17/2024,0,Commercial Banks
DIT,2.02401E+13,$196.00 ,2/1/2024,0.38%,,1/23/2024,0.72,Food Distributors
WFC,2.02401E+13,$50.32 ,2/1/2024,2.78%,,1/23/2024,1.4,Major Banks
PNM,2.02401E+13,$37.03 ,2/1/2024,3.97%,,12/5/2023,1.55,Electric Utilities: Central
BRO,2.02401E+13,$76.88 ,2/1/2024,0.68%,,1/17/2024,0.52,Specialty Insurers
NSC,2.02401E+13,$234.26 ,2/1/2024,2.31%,,1/24/2024,5.4,Railroads
AWF,2.02401E+13,$10.42 ,2/1/2024,7.54%,,1/23/2024,0.786,"Trusts, Except Educational, Religious, and Charitable"
AFB,2.02401E+13,$10.59 ,2/1/2024,3.70%,,1/23/2024,0.3919,"Trusts, Except Educational, Religious, and Charitable"
ITUB,2.02401E+13,$6.64 ,2/1/2024,0.64%,,1/5/2024,0.0435,Major Banks
SMBK,2.02401E+13,$24.31 ,2/1/2024,1.32%,,1/22/2024,0.32,Major Banks
FCT,2.02401E+13,$9.90 ,2/1/2024,11.76%,,1/22/2024,1.164,Finance Companies
FAM,2.02401E+13,$6.24 ,2/1/2024,11.54%,,1/22/2024,0.72,Finance/Investors Services
IGD,2.02401E+13,$5.12 ,2/1/2024,9.38%,,1/16/2024,0.48,"Trusts, Except Educational, Religious, and Charitable"
FMY,2.02401E+13,$11.87 ,2/1/2024,8.34%,,1/22/2024,0.99,Finance/Investors Services
WSR,2.02401E+13,$12.79 ,2/1/2024,3.75%,,12/5/2023,0.48,Real Estate Investment Trusts
FSD,2.02401E+13,$11.96 ,2/1/2024,10.54%,,1/22/2024,1.26,Investment Managers
FIF,2.02401E+13,$16.23 ,2/1/2024,7.39%,,1/22/2024,1.2,Finance/Investors Services
CAPL,2.02401E+13,$24.01 ,2/1/2024,8.75%,,1/22/2024,2.1,Oil Refining/Marketing
FEI,2.02401E+13,$8.65 ,2/1/2024,6.94%,,1/22/2024,0.6,Finance/Investors Services
FPF,2.02401E+13,$17.24 ,2/1/2024,9.57%,,1/22/2024,1.65,"Trusts, Except Educational, Religious, and Charitable"
FPL,2.02401E+13,$6.92 ,2/1/2024,6.50%,,1/22/2024,0.45,"Trusts, Except Educational, Religious, and Charitable"
