companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Andersons, Inc. (The) Common Stock",ANDE,12/29/2023,1/22/2024,1/02/2024,0.19,0.76,12/14/2023
"Brookfield Finance Inc. 4.625% Subordinated Notes due October 16, 2080",BNH,12/29/2023,1/16/2024,1/02/2024,0.2891,1.1562,1/07/2024
Consolidated Water Co. Ltd. Ordinary Shares,CWCO,12/29/2023,1/31/2024,1/02/2024,0.095,0.38,11/15/2023
Creative Media & Community Trust Corporation Common stock,CMCT,12/29/2023,1/16/2024,1/02/2024,0.085,0.34,12/20/2023
Encompass Health Corporation Common Stock,EHC,12/29/2023,1/16/2024,1/02/2024,0.15,0.6,10/19/2023
Farmland Partners Inc. Common Stock,FPI,12/29/2023,1/16/2024,1/02/2024,0.06,0.24,10/25/2023
First Financial Corporation Indiana Common Stock,THFF,12/29/2023,1/16/2024,1/02/2024,0.45,1.08,11/21/2023
First of Long Island Corporation (The) Common Stock,FLIC,12/29/2023,1/11/2024,1/02/2024,0.21,0.84,12/14/2023
Fulton Financial Corporation Common Stock,FULT,12/29/2023,1/12/2024,1/02/2024,0.17,0.68,12/19/2023
"Great Southern Bancorp, Inc. Common Stock",GSBC,12/29/2023,1/17/2024,1/02/2024,0.4,1.6,12/20/2023
Hingham Institution for Savings Common Stock,HIFS,12/29/2023,1/10/2024,1/02/2024,0.63,2.52,11/20/2023
"Hurco Companies, Inc. Common Stock",HURC,12/29/2023,1/16/2024,1/02/2024,0.16,0.64,11/10/2023
Investar Holding Corporation Common Stock,ISTR,12/29/2023,1/31/2024,1/02/2024,0.1,0.4,12/20/2023
"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",KIM^L,12/29/2023,1/16/2024,1/02/2024,0.32031,1.2812,10/26/2023
"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",KIM^M,12/29/2023,1/16/2024,1/02/2024,0.3281,1.3125,10/26/2023
Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,LBRDP,12/29/2023,1/16/2024,1/02/2024,0.4375,1.75,1/07/2024
Limoneira Co Common Stock,LMNR,12/29/2023,1/12/2024,1/02/2024,0.075,0.3,12/19/2023
"Micron Technology, Inc. Common Stock",MU,12/29/2023,1/18/2024,1/02/2024,0.115,0.46,12/20/2023
National Security Emerging Markets Index ETF,NSI,12/29/2023,1/08/2024,1/02/2024,0.0897,0.1794,12/28/2023
Pegasystems Inc. Common Stock,PEGA,12/29/2023,1/16/2024,1/02/2024,0.03,0.12,12/15/2023
"Republic Services, Inc. Common Stock",RSG,12/29/2023,1/16/2024,1/02/2024,0.535,176.3189,10/25/2023
"Safeguard Scientifics, Inc. Common Stock",SFE,12/29/2023,12/28/2023,12/19/2023,0.35,0.0,12/07/2023
"Washington Trust Bancorp, Inc. Common Stock",WASH,12/29/2023,1/12/2024,1/02/2024,0.56,2.24,12/21/2023
"Werner Enterprises, Inc. Common Stock",WERN,12/29/2023,1/17/2024,1/02/2024,0.14,0.56,11/06/2023
"Wolverine World Wide, Inc. Common Stock",WWW,12/29/2023,2/01/2024,1/02/2024,0.1,0.4,11/01/2023
