companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Arcos Dorados Holdings Inc. Class A Shares,ARCO,12/21/2023,12/27/2023,12/22/2023,0.04,0.16,3/14/2023
Bank7 Corp. Common stock,BSVN,12/21/2023,1/04/2024,12/22/2023,0.21,0.84,11/16/2023
"British American Tobacco  Industries, p.l.c. Common Stock ADR",BTI,12/21/2023,2/06/2024,12/22/2023,0.700605,2.8024,2/09/2023
Clough Global Dividend and Income Fund Common Shares of beneficial interest,GLV,12/21/2023,12/29/2023,12/22/2023,0.0597,0.7164,10/09/2023
Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,GLQ,12/21/2023,12/29/2023,12/22/2023,0.0599,0.7188,10/09/2023
Clough Global Opportunities Fund Common Stock,GLO,12/21/2023,12/29/2023,12/22/2023,0.0483,0.5796,10/09/2023
"First Guaranty Bancshares, Inc. Common Stock",FGBI,12/21/2023,12/29/2023,12/22/2023,0.16,0.64,11/16/2023
Hackett Group Inc (The). Common Stock,HCKT,12/21/2023,1/05/2024,12/22/2023,0.11,0.44,11/02/2023
"MarketWise, Inc. Class A Common Stock",MKTW,12/21/2023,1/25/2024,12/25/2023,0.01,0.04,10/18/2023
OFS Capital Corporation Common Stock,OFS,12/21/2023,12/29/2023,12/22/2023,0.34,1.36,10/31/2023
"OFS Credit Company, Inc. 5.25% Series E Term Preferred Stock Due 2026",OCCIN,12/21/2023,12/29/2023,12/22/2023,0.109375,1.3125,6/01/2023
"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",OCCIO,12/21/2023,12/29/2023,12/22/2023,0.1276042,1.53125,6/01/2023
"OFS Credit Company, Inc. Common Stock",OCCI,12/21/2023,12/29/2023,12/22/2023,0.2,0.0,11/28/2023
Seanergy Maritime Holdings Corp. Common Stock,SHIP,12/21/2023,1/10/2024,12/22/2023,0.025,0.1,11/13/2023
United Maritime Corporation Common Stock,USEA,12/21/2023,1/10/2024,12/22/2023,0.075,0.3,11/14/2023
Virco Manufacturing Corporation Common Stock,VIRC,12/21/2023,1/10/2024,12/22/2023,0.02,0.0,12/05/2023
"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",EIM,12/21/2023,12/29/2023,12/22/2023,0.0333,0.3996,12/01/2023
"Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",ENX,12/21/2023,12/29/2023,12/22/2023,0.0297,0.3564,12/01/2023
"Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",EVM,12/21/2023,12/29/2023,12/22/2023,0.0292,0.3504,12/01/2023
Clough Global Dividend and Income Fund Common Shares of beneficial interest,GLV,12/21/2023,12/29/2023,12/22/2023,0.0597,0.7164,10/09/2023
