companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Progress Software Corporation Common Stock (DE),PRGS,8/30/2024,9/16/2024,9/02/2024,0.175,0.7,6/18/2024
"T-Mobile US, Inc. Common Stock",TMUS,8/30/2024,9/12/2024,8/30/2024,0.65,2.6,6/13/2024
"DuPont de Nemours, Inc. Common Stock",DD,8/30/2024,9/16/2024,8/30/2024,0.38,1.52,6/27/2024
"Tyson Foods, Inc. Common Stock",TSN,8/30/2024,9/13/2024,8/30/2024,0.49,1.96,5/09/2024
Corning Incorporated Common Stock,GLW,8/30/2024,9/27/2024,8/30/2024,0.28,1.12,6/26/2024
"DNP Select Income Fund, Inc. Common Stock",DNP,8/30/2024,9/10/2024,8/30/2024,0.065,0.78,6/17/2024
"Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042",ARGD,8/30/2024,9/16/2024,9/01/2024,0.40625,1.625,N/A
Tennessee Valley Authority Common Stock,TVC,8/30/2024,9/03/2024,8/30/2024,0.1334,0.5336,N/A
Unum Group 6.250% Junior Subordinated Notes due 2058,UNMA,8/30/2024,9/16/2024,9/01/2024,0.390625,1.5625,N/A
Duff & Phelps Utility and Infrastructure Fund Inc.,DPG,8/30/2024,9/10/2024,8/30/2024,0.07,0.84,6/17/2024
"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",ENJ,8/30/2024,9/03/2024,8/30/2024,0.3125,1.25,N/A
Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),AVAL,8/30/2024,9/09/2024,8/30/2024,0.0105402,0.1265,4/05/2024
"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",RZB,8/30/2024,9/16/2024,9/01/2024,0.3594,1.4376,N/A
"Maiden Holdings, Ltd. 6.625% Notes due 2046",MHLA,8/30/2024,9/16/2024,8/30/2024,0.4140625,1.6562,N/A
"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",EAI,8/30/2024,9/03/2024,8/30/2024,0.3046875,1.2188,N/A
"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",ELC,8/30/2024,9/03/2024,8/30/2024,0.3046875,1.2188,N/A
Qwest Corporation 6.5% Notes due 2056,CTBB,8/30/2024,9/03/2024,8/30/2024,0.40625,1.625,N/A
"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",SOJC,8/30/2024,9/03/2024,8/30/2024,0.328125,1.3125,N/A
CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,CMSA,8/30/2024,9/16/2024,8/30/2024,0.3515625,1.4062,N/A
"QVC, Inc. 6.375% Senior Secured Notes due 2067",QVCD,8/30/2024,9/16/2024,8/30/2024,0.3984375,1.5938,N/A
Diversified Energy Company plc Ordinary Shares,DEC,8/30/2024,9/27/2024,8/30/2024,0.29,1.16,5/09/2024
Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,AEFC,8/30/2024,9/16/2024,8/30/2024,0.31875,1.275,N/A
"QVC, Inc. 6.250% Senior Secured Notes due 2068",QVCC,8/30/2024,9/16/2024,8/30/2024,0.390625,1.5625,N/A
"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",AFGC,8/30/2024,9/16/2024,8/30/2024,0.3203125,1.2812,N/A
United States Cellular Corporation 6.250% Senior Notes due 2069,UZD,8/30/2024,9/03/2024,8/30/2024,0.390625,1.5625,N/A
"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",AFGE,8/30/2024,9/16/2024,8/30/2024,0.28125,1.125,N/A
United States Cellular Corporation 5.500% Senior Notes due 2070,UZE,8/30/2024,9/03/2024,8/30/2024,0.34375,1.375,N/A
United States Cellular Corporation 5.500% Senior Notes due 2070,UZF,8/30/2024,9/03/2024,8/30/2024,0.34375,1.375,N/A
"Crescent Capital BDC, Inc. 5.00% Notes due 2026",FCRX,8/30/2024,9/30/2024,8/30/2024,0.3125,1.25,N/A
"Modiv Industrial, Inc. Class C Common Stock",MDV,8/30/2024,9/25/2024,8/30/2024,0.09583,1.15,5/22/2024
Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,KMPB,8/30/2024,9/16/2024,8/30/2024,0.367188,1.4688,N/A
"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",APOS,8/30/2024,9/16/2024,8/30/2024,0.476563,1.9063,N/A
"F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053",FGN,8/30/2024,9/16/2024,9/01/2024,0.4969,1.9876,N/A
Glencore plc ADR,GLNCY,8/30/2024,9/27/2024,8/30/2024,0.1105,0.221,N/A
Auto Trader Group Plc ADR,ATDRY,8/30/2024,10/11/2024,8/30/2024,0.016486,0.033,N/A
Chart Industries,GTLCL,8/30/2024,9/16/2024,8/30/2024,0.84375,3.375,6/13/2024
