companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Alcoa Corporation Common Stock ,AA,5/20/2024,6/07/2024,5/21/2024,0.1,0.4,5/09/2024
"Apogee Enterprises, Inc. Common Stock",APOG,5/20/2024,6/05/2024,5/21/2024,0.25,1.0,5/01/2024
"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",ARDC,5/20/2024,5/31/2024,5/21/2024,0.1175,1.41,5/10/2024
Atkore Inc. Common Stock,ATKR,5/20/2024,5/31/2024,5/21/2024,0.32,1.28,5/02/2024
"BGC Group, Inc. Class A Common Stock",BGC,5/20/2024,6/04/2024,5/21/2024,0.02,0.08,4/29/2024
Blue Owl Capital Inc. Class A Common Stock,OWL,5/20/2024,5/30/2024,5/21/2024,0.18,0.72,5/02/2024
Clipper Realty Inc. Common Stock,CLPR,5/20/2024,5/30/2024,5/21/2024,0.095,0.38,5/07/2024
Crescent Energy Company Class A Common Stock,CRGY,5/20/2024,6/07/2024,5/21/2024,0.12,0.48,5/06/2024
ENI S.p.A. Common Stock,E,5/20/2024,6/07/2024,5/21/2024,0.499284,1.9971,4/15/2024
Ferrovial SE Ordinary Shares,FER,5/20/2024,6/21/2024,5/21/2024,0.32988152,0.659763,5/09/2024
Global X Dow 30 Covered Call & Growth ETF,DYLG,5/20/2024,5/29/2024,5/21/2024,0.0793,0.8239,12/29/2023
Global X Dow 30 Covered Call ETF,DJIA,5/20/2024,5/29/2024,5/21/2024,0.131,1.4308,12/29/2023
Global X Financials Covered Call & Growth ETF,FYLG,5/20/2024,5/29/2024,5/21/2024,0.1347,1.2507,12/28/2023
Global X Health Care Covered Call & Growth ETF,HYLG,5/20/2024,5/29/2024,5/21/2024,0.1005,1.6379,12/28/2023
Global X Information Technology Covered Call & Growth ETF,TYLG,5/20/2024,5/29/2024,5/21/2024,0.1337,3.6359,12/28/2023
Global X MLP & Energy Infrastructure Covered Call ETF,MLPD,5/20/2024,5/29/2024,5/21/2024,0.1756,2.1072,5/20/2024
Global X MSCI Emerging Markets Covered Call ETF,EMCC,5/20/2024,5/29/2024,5/21/2024,0.1365,2.7517,12/28/2023
Global X Nasdaq 100 Covered Call & Growth ETF,QYLG,5/20/2024,5/29/2024,5/21/2024,0.1392,1.6704,5/17/2024
Global X NASDAQ 100 Covered Call ETF,QYLD,5/20/2024,5/29/2024,5/21/2024,0.1628,1.9536,5/17/2024
Global X Nasdaq 100 ESG Covered Call ETF,QYLE,5/20/2024,5/29/2024,5/21/2024,0.2327,2.7924,5/17/2024
Global X NASDAQ 100 Risk Managed Income ETF,QRMI,5/20/2024,5/29/2024,5/21/2024,0.1698,2.0376,5/17/2024
Global X Russell 2000 Covered Call & Growth ETF,RYLG,5/20/2024,5/29/2024,5/21/2024,0.1364,1.5705,12/28/2023
Global X Russell 2000 Covered Call ETF,RYLD,5/20/2024,5/29/2024,5/21/2024,0.1654,2.0374,12/28/2023
Global X S&P 500 Covered Call & Growth ETF,XYLG,5/20/2024,5/29/2024,5/21/2024,0.1037,1.3385,12/28/2023
Global X S&P 500 Covered Call ETF,XYLD,5/20/2024,5/29/2024,5/21/2024,0.2819,3.8823,12/28/2023
Global X S&P 500 ESG Covered Call ETF,XYLE,5/20/2024,5/29/2024,5/21/2024,0.1666,1.7592,12/28/2023
