companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
ABM Industries Incorporated Common Stock,ABM,1/03/2024,2/05/2024,1/04/2024,0.225,0.9,12/13/2023
AECOM Common Stock,ACM,1/03/2024,1/19/2024,1/04/2024,0.22,0.88,11/13/2023
Akros Monthly Payout ETF,MPAY,1/03/2024,1/05/2024,1/04/2024,0.134,1.5625,1/02/2024
Banco Bradesco Sa American Depositary Shares,BBD,1/03/2024,2/12/2024,1/04/2024,0.003826,0.2027,12/15/2023
Banco Bradesco Sa American Depositary Shares (each representing one Common Share),BBDO,1/03/2024,2/12/2024,1/04/2024,0.003478,0.1842,12/15/2023
Brandywine Realty Trust Common Stock,BDN,1/03/2024,1/18/2024,1/04/2024,0.15,0.6,12/05/2023
"Cadiz, Inc. Depositary Shares",CDZIP,1/03/2024,1/15/2024,1/04/2024,0.56,2.24,12/20/2023
Campbell Soup Company Common Stock,CPB,1/03/2024,1/29/2024,1/04/2024,0.37,1.48,11/29/2023
"Cisco Systems, Inc. Common Stock (DE)",CSCO,1/03/2024,1/24/2024,1/04/2024,0.39,1.56,11/15/2023
Cousins Properties Incorporated Common Stock,CUZ,1/03/2024,1/16/2024,1/04/2024,0.32,1.28,12/19/2023
"Ennis, Inc. Common Stock",EBF,1/03/2024,2/01/2024,1/04/2024,0.25,1.0,12/13/2023
ESCO Technologies Inc. Common Stock,ESE,1/03/2024,1/19/2024,1/04/2024,0.08,0.32,11/16/2023
"HarborOne Bancorp, Inc. Common Stock",HONE,1/03/2024,1/18/2024,1/04/2024,0.075,0.3,12/21/2023
Heico Corporation Common Stock,HEI,1/03/2024,1/19/2024,1/04/2024,0.1,0.2,12/18/2023
Heico Corporation Common Stock,HEI.A,1/03/2024,1/19/2024,1/04/2024,0.1,0.2,12/18/2023
"Helios Technologies, Inc. Common Stock",HLIO,1/03/2024,1/19/2024,1/04/2024,0.09,0.36,12/12/2023
Kadant Inc Common Stock,KAI,1/03/2024,2/01/2024,1/04/2024,0.29,1.16,11/16/2023
"Simpson Manufacturing Company, Inc. Common Stock",SSD,1/03/2024,1/25/2024,1/04/2024,0.27,1.08,10/23/2023
Steelcase Inc. Common Stock,SCS,1/03/2024,1/16/2024,1/04/2024,0.1,0.4,12/19/2023
Sylvamo Corporation Common Stock,SLVM,1/03/2024,1/25/2024,1/04/2024,0.3,1.2,12/15/2023
Trinseo PLC Ordinary Shares ,TSE,1/03/2024,1/18/2024,1/04/2024,0.01,0.04,11/16/2023
"Village Super Market, Inc. Class A Common Stock",VLGEA,1/03/2024,1/25/2024,1/04/2024,0.25,1.0,12/15/2023
Wabash National Corporation Common Stock,WNC,1/03/2024,1/25/2024,1/04/2024,0.08,0.32,11/30/2023
Whitestone REIT Common Shares,WSR,1/03/2024,1/11/2024,1/04/2024,0.04,0.48,12/05/2023
