companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
AB Core Plus Bond ETF,CPLS,12/28/2023,1/04/2024,12/29/2023,0.0819,0.9828,12/27/2023
AB Corporate Bond ETF,EYEG,12/28/2023,1/04/2024,12/29/2023,0.0913,1.0956,12/27/2023
"AFC Gamma, Inc. Common Stock",AFCG,12/28/2023,1/12/2024,12/31/2023,0.48,1.92,12/15/2023
"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",MGRD,12/28/2023,1/02/2024,12/29/2023,0.2625,1.05,1/07/2024
"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",MGRB,12/28/2023,1/02/2024,12/29/2023,0.296875,1.1875,1/07/2024
"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",MGR,12/28/2023,1/02/2024,12/29/2023,0.3671875,1.4688,1/07/2024
AGNC Investment Corp. Common Stock,AGNC,12/28/2023,1/10/2024,12/29/2023,0.12,1.44,12/13/2023
"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",AGNCP,12/28/2023,1/16/2024,1/01/2024,0.3828125,1.53125,12/13/2023
"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",AGNCN,12/28/2023,1/16/2024,1/01/2024,0.68843,2.75372,12/13/2023
"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",AGNCL,12/28/2023,1/16/2024,1/01/2024,0.48438,1.93752,12/13/2023
AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,AGNCM,12/28/2023,1/16/2024,1/01/2024,0.4296875,1.71875,12/13/2023
"AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",AGNCO,12/28/2023,1/16/2024,1/01/2024,0.40625,1.625,12/13/2023
"Alico, Inc. Common Stock",ALCO,12/28/2023,1/12/2024,12/29/2023,0.05,0.2,12/08/2023
Alpha Architect High Inflation and Deflation ETF,HIDE,12/28/2023,1/03/2024,12/29/2023,0.8999487,0.899949,12/27/2023
Alpha Architect Value Momentum Trend ETF,VMOT,12/28/2023,1/03/2024,12/29/2023,0.9597,0.9597,12/27/2023
Alpha Blue Capital US Small-Mid Cap Dynamic ETF,ABCS,12/28/2023,1/03/2024,12/29/2023,0.0059727,0.023891,12/27/2023
Amdocs Limited Ordinary Shares,DOX,12/28/2023,1/26/2024,12/29/2023,0.435,1.74,11/07/2023
Ameris Bancorp Common Stock,ABCB,12/28/2023,1/08/2024,12/31/2023,0.15,0.6,12/11/2023
ArrowMark Financial Corp. Common Stock,BANX,12/28/2023,1/05/2024,12/29/2023,0.55,1.8,12/08/2023
Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,AHT^F,12/28/2023,1/16/2024,12/29/2023,0.4609,1.8436,10/10/2023
Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,AHT^G,12/28/2023,1/16/2024,12/29/2023,0.4609,1.8436,10/10/2023
Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,AHT^H,12/28/2023,1/16/2024,12/29/2023,0.46875,1.875,10/10/2023
Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,AHT^I,12/28/2023,1/16/2024,12/29/2023,0.46875,1.875,10/10/2023
Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,AHT^D,12/28/2023,1/16/2024,12/29/2023,0.5281,2.1124,10/10/2023
"Assurant, Inc. 5.25% Subordinated Notes due 2061",AIZN,12/28/2023,1/16/2024,12/29/2023,0.328125,1.3125,1/07/2024
"ATN International, Inc. Common Stock",ATNI,12/28/2023,1/05/2024,12/31/2023,0.24,0.96,12/13/2023
BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,BANFP,12/28/2023,1/16/2024,12/29/2023,0.45,1.8,11/16/2023
BancFirst Corporation Common Stock,BANF,12/28/2023,1/16/2024,12/29/2023,0.43,1.72,11/16/2023
BlackRock Total Return ETF,BRTR,12/28/2023,1/04/2024,12/29/2023,0.111477,1.337724,12/27/2023
"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",BHR^B,12/28/2023,1/16/2024,12/29/2023,0.3438,1.3752,10/10/2023
"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",BHR^D,12/28/2023,1/16/2024,12/29/2023,0.5156,2.0624,10/10/2023
Braemar Hotels & Resorts Inc. Common Stock,BHR,12/28/2023,1/16/2024,12/29/2023,0.05,0.2,10/10/2023
"Broadstone Net Lease, Inc. Common Stock",BNL,12/28/2023,1/12/2024,12/29/2023,0.285,1.12,10/26/2023
Calamos Convertible and High Income Fund Common Stock,CHY,12/28/2023,1/11/2024,12/29/2023,0.1,1.2,12/18/2023
Calamos Convertible Opportunities and Income Fund Common Stock,CHI,12/28/2023,1/11/2024,12/29/2023,0.095,1.14,12/18/2023
Calamos Dynamic Convertible & Income Fund Common Stock,CCD,12/28/2023,1/11/2024,12/29/2023,0.195,2.34,12/18/2023
Calamos Global Dynamic Income Fund Common Stock,CHW,12/28/2023,1/11/2024,12/29/2023,0.05,0.6,12/18/2023
Calamos Global Total Return Fund Common Stock,CGO,12/28/2023,1/11/2024,12/29/2023,0.08,0.96,12/18/2023
Calamos Long/Short Equity & Dynamic Income Trust Common Stock,CPZ,12/28/2023,1/11/2024,12/29/2023,0.14,1.68,12/18/2023
Calamos Strategic Total Return Common Stock,CSQ,12/28/2023,1/11/2024,12/29/2023,0.1025,1.23,12/18/2023
Canterbury Park Holding Corporation 'New' Common Stock,CPHC,12/28/2023,1/12/2024,12/29/2023,0.07,0.28,12/14/2023
"Carlyle Secured Lending, Inc. Common Stock",CGBD,12/28/2023,1/18/2024,12/29/2023,0.44,1.76,11/02/2023
"Chicago Atlantic Real Estate Finance, Inc. Common Stock",REFI,12/28/2023,1/12/2024,12/29/2023,0.76,1.88,12/15/2023
"Chicken Soup for the Soul Entertainment, Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock",CSSEP,12/28/2023,1/15/2024,12/31/2023,0.2031,2.4372,12/18/2023
Chimera Investment Corporation Common Stock,CIM,12/28/2023,1/31/2024,12/29/2023,0.11,0.72,11/02/2023
CION Investment Corporation Common Stock,CION,12/28/2023,1/15/2024,12/29/2023,0.05,1.36,8/07/2023
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,CMSC,12/28/2023,1/16/2024,12/29/2023,0.3671875,1.4688,1/07/2024
Colliers International Group Inc. Subordinate Voting Shares,CIGI,12/28/2023,1/12/2024,12/29/2023,0.15,0.3,12/05/2023
"Crescent Capital BDC, Inc. Common stock",CCAP,12/28/2023,1/16/2024,12/29/2023,0.41,1.64,1/07/2024
Defiance Nasdaq 100 Enhanced Options Income ETF,QQQY,12/28/2023,1/04/2024,12/29/2023,0.62,7.44,12/27/2023
Democratic Large Cap Core ETF,DEMZ,12/28/2023,1/05/2024,12/29/2023,0.2651,0.2651,12/27/2023
DENTSPLY SIRONA Inc. Common Stock,XRAY,12/28/2023,1/12/2024,12/29/2023,0.14,0.56,12/13/2023
"DigitalBridge Group, Inc.",DBRG,12/28/2023,1/16/2024,12/31/2023,0.01,0.04,10/27/2023
DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,DTB,12/28/2023,1/16/2024,12/29/2023,0.2734375,1.0938,1/07/2024
"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",EMP,12/28/2023,1/02/2024,12/29/2023,0.30625,1.225,1/07/2024
"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",ENO,12/28/2023,1/02/2024,12/29/2023,0.34375,1.375,1/07/2024
"Equity Lifestyle Properties, Inc. Common Stock",ELS,12/28/2023,1/12/2024,12/29/2023,0.4475,1.79,10/24/2023
"Farmers & Merchants Bancorp, Inc. Common Stock",FMAO,12/28/2023,1/20/2024,12/29/2023,0.22,0.88,12/19/2023
Fidelity Nasdaq Composite Index ETF,ONEQ,12/28/2023,1/03/2024,12/29/2023,0.016,0.064,1/07/2024
Fifth Third Bancorp Common Stock,FITB,12/28/2023,1/16/2024,12/29/2023,0.35,1.4,12/12/2023
First Bancorp Common Stock,FBNC,12/28/2023,1/25/2024,12/31/2023,0.22,0.88,10/23/2023
"First Industrial Realty Trust, Inc. Common Stock",FR,12/28/2023,1/16/2024,12/29/2023,0.32,1.28,11/01/2023
First Internet Bancorp Common Stock,INBK,12/28/2023,1/16/2024,12/29/2023,0.06,0.24,1/07/2024
FirstService Corporation Common Shares,FSV,12/28/2023,1/05/2024,12/29/2023,0.225,0.9,11/28/2023
Franklin U.S. Low Volatility High Dividend Index ETF,LVHD,12/28/2023,1/03/2024,12/29/2023,0.210712,0.842848,12/27/2023
