companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Abbott Laboratories Common Stock,ABT,1/11/2024,2/15/2024,1/12/2024,0.55,2.2,12/15/2023
Advance Auto Parts Inc.,AAP,1/11/2024,1/26/2024,1/12/2024,0.25,1.0,10/31/2023
Advent Convertible and Income Fund,AVK,1/11/2024,1/31/2024,1/12/2024,0.1172,1.4064,1/02/2024
Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),ALTG^A,1/11/2024,1/31/2024,1/15/2024,0.625,2.5,1/03/2024
"American Financial Group, Inc. Common Stock",AFG,1/11/2024,1/25/2024,1/15/2024,0.71,2.84,1/02/2024
"Apollo Global Management, Inc. 6.75% Series A Mandatory Convertible Preferred Stock",APO^A,1/11/2024,1/31/2024,1/15/2024,0.8438,3.3752,11/01/2023
Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,ABR^E,1/11/2024,1/30/2024,1/15/2024,0.390625,1.5625,12/29/2023
"Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per share",ABR^F,1/11/2024,1/30/2024,1/15/2024,0.390625,1.5625,12/29/2023
"Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per Share",ABR^D,1/11/2024,1/30/2024,1/15/2024,0.3984375,1.5938,12/29/2023
"Arcosa, Inc. Common Stock ",ACA,1/11/2024,1/31/2024,1/12/2024,0.05,0.2,12/14/2023
Argo Blockchain plc 8.75% Senior Notes due 2026,ARBKL,1/11/2024,1/31/2024,1/15/2024,0.5468,2.1872,1/11/2024
Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,ATLCL,1/11/2024,2/01/2024,1/15/2024,0.3828125,1.53125,1/03/2024
Atlas Corp. 7.125% Notes due 2027,ATCOL,1/11/2024,1/30/2024,1/15/2024,0.445313,1.781252,12/08/2023
"B. Riley Financial, Inc. 5.00% Senior Notes due 2026",RILYG,1/11/2024,1/31/2024,1/15/2024,0.3125,1.25,1/11/2024
"B. Riley Financial, Inc. 5.25% Senior Notes due 2028",RILYZ,1/11/2024,1/31/2024,1/15/2024,0.328125,1.3125,1/11/2024
"B. Riley Financial, Inc. 5.50% Senior Notes Due 2026",RILYK,1/11/2024,1/31/2024,1/15/2024,0.34375,1.375,1/11/2024
"B. Riley Financial, Inc. 6.00% Senior Notes Due 2028",RILYT,1/11/2024,1/31/2024,1/15/2024,0.375,1.5,1/11/2024
"B. Riley Financial, Inc. 6.375% Senior Notes due 2025",RILYM,1/11/2024,1/31/2024,1/15/2024,0.3984375,1.59375,1/11/2024
"B. Riley Financial, Inc. 6.50% Senior Notes Due 2026",RILYN,1/11/2024,1/31/2024,1/15/2024,0.40625,1.625,1/11/2024
"B. Riley Financial, Inc. 6.75% Senior Notes due 2024",RILYO,1/11/2024,1/31/2024,1/15/2024,0.421875,1.6875,1/11/2024
"Babcock & Wilcox Enterprises, Inc. 8.125% Senior Notes due 2026",BWSN,1/11/2024,1/31/2024,1/12/2024,0.5078125,2.0312,1/11/2024
"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",BAC^O,1/11/2024,2/05/2024,1/15/2024,0.2734375,1.0938,12/15/2023
"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non-Cumulative Preferred Stock, Series PP",BAC^P,1/11/2024,2/02/2024,1/15/2024,0.2578125,1.0312,12/15/2023
"BankUnited, Inc. Common Stock",BKU,1/11/2024,1/31/2024,1/12/2024,0.27,1.08,12/28/2023
Bel Fuse Inc. Class A Common Stock,BELFA,1/11/2024,2/01/2024,1/15/2024,0.06,0.24,10/25/2023
Bel Fuse Inc. Class B Common Stock,BELFB,1/11/2024,2/01/2024,1/15/2024,0.07,0.28,10/25/2023
BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,BMN,1/11/2024,2/01/2024,1/12/2024,0.09375,1.125,11/14/2023
BlackRock California Municipal Income Trust,BFZ,1/11/2024,2/01/2024,1/12/2024,0.051,0.612,11/14/2023
BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,BCAT,1/11/2024,1/31/2024,1/12/2024,0.1275,1.53,1/02/2024
"Blackrock Capital and Income Fund, Inc.",CII,1/11/2024,1/31/2024,1/12/2024,0.0995,1.194,1/02/2024
Blackrock Core Bond Trust,BHK,1/11/2024,1/31/2024,1/12/2024,0.0746,0.8952,1/02/2024
"Blackrock Corporate High Yield Fund, Inc. Common Stock",HYT,1/11/2024,1/31/2024,1/12/2024,0.0779,0.9348,1/02/2024
BlackRock Credit Allocation Income Trust,BTZ,1/11/2024,1/31/2024,1/12/2024,0.0839,1.0068,1/02/2024
"Blackrock Debt Strategies Fund, Inc. Common Stock",DSU,1/11/2024,1/31/2024,1/12/2024,0.09873,1.1848,1/02/2024
BlackRock Energy and Resources Trust,BGR,1/11/2024,1/31/2024,1/12/2024,0.0657,0.7884,1/02/2024
Blackrock Enhanced Equity Dividend Trust,BDJ,1/11/2024,1/31/2024,1/12/2024,0.0562,0.6744,1/02/2024
Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,BOE,1/11/2024,1/31/2024,1/12/2024,0.063,0.756,1/02/2024
"Blackrock Enhanced Government Fund, Inc. Common Stock",EGF,1/11/2024,1/31/2024,1/12/2024,0.041,0.492,1/02/2024
Blackrock Enhanced International Dividend Trust,BGY,1/11/2024,1/31/2024,1/12/2024,0.0338,0.4056,1/02/2024
BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,ECAT,1/11/2024,1/31/2024,1/12/2024,0.15,1.8,1/02/2024
Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,FRA,1/11/2024,1/31/2024,1/12/2024,0.12384,1.4861,1/02/2024
BlackRock Floating Rate Income Trust,BGT,1/11/2024,1/31/2024,1/12/2024,0.12028,1.4434,1/02/2024
BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,BMEZ,1/11/2024,1/31/2024,1/12/2024,0.09091,1.0909,1/02/2024
Blackrock Health Sciences Trust,BME,1/11/2024,1/31/2024,1/12/2024,0.213,2.556,1/02/2024
BlackRock Income Trust Inc. (The),BKT,1/11/2024,1/31/2024,1/12/2024,0.0882,1.0584,1/02/2024
BlackRock Innovation and Growth Term Trust Common Shares of Beneficial Interest,BIGZ,1/11/2024,1/31/2024,1/12/2024,0.04472,0.5366,1/02/2024
BlackRock Investment Quality Municipal Trust Inc. (The),BKN,1/11/2024,2/01/2024,1/12/2024,0.057,0.684,11/14/2023
Blackrock Limited Duration Income Trust,BLW,1/11/2024,1/31/2024,1/12/2024,0.1079,1.2948,1/02/2024
BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,BTA,1/11/2024,2/01/2024,1/12/2024,0.0435,0.522,11/14/2023
BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,BIT,1/11/2024,1/31/2024,1/12/2024,0.1237,1.4844,1/02/2024
"Blackrock MuniAssets Fund, Inc Common Stock",MUA,1/11/2024,2/01/2024,1/12/2024,0.0555,0.666,11/14/2023
BlackRock Municipal 2030 Target Term Trust,BTT,1/11/2024,2/01/2024,1/12/2024,0.0464,0.5568,11/14/2023
"BlackRock Municipal Income Fund, Inc. Common Stock",MUI,1/11/2024,2/01/2024,1/12/2024,0.055,0.66,11/14/2023
Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,BYM,1/11/2024,2/01/2024,1/12/2024,0.0525,0.63,11/14/2023
BlackRock Municipal Income Trust,BFK,1/11/2024,2/01/2024,1/12/2024,0.05,0.6,11/14/2023
BlackRock Municipal Income Trust II,BLE,1/11/2024,2/01/2024,1/12/2024,0.052,0.624,11/14/2023
"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",MUC,1/11/2024,2/01/2024,1/12/2024,0.0485,0.582,11/14/2023
"Blackrock MuniHoldings Fund, Inc. Common Stock",MHD,1/11/2024,2/01/2024,1/12/2024,0.0525,0.63,11/14/2023
"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",MUJ,1/11/2024,2/01/2024,1/12/2024,0.05,0.6,11/14/2023
"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",MHN,1/11/2024,2/01/2024,1/12/2024,0.0435,0.522,11/14/2023
"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",MUE,1/11/2024,2/01/2024,1/12/2024,0.045,0.54,11/14/2023
"Blackrock MuniVest Fund II, Inc.  Common Stock",MVT,1/11/2024,2/01/2024,1/12/2024,0.0505,0.606,11/14/2023
"Blackrock MuniVest Fund, Inc. Common Stock",MVF,1/11/2024,2/01/2024,1/12/2024,0.03,0.36,11/14/2023
"Blackrock MuniYield Fund, Inc.  Common Stock",MYD,1/11/2024,2/01/2024,1/12/2024,0.0525,0.63,11/14/2023
"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",MIY,1/11/2024,2/01/2024,1/12/2024,0.0465,0.558,11/14/2023
"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",MYN,1/11/2024,2/01/2024,1/12/2024,0.0442,0.5304,11/14/2023
Blackrock MuniYield Pennsylvania Quality Fund Common Stock,MPA,1/11/2024,2/01/2024,1/12/2024,0.048,0.576,11/14/2023
"Blackrock MuniYield Quality Fund II, Inc. Common Stock",MQT,1/11/2024,2/01/2024,1/12/2024,0.049,0.588,11/14/2023
"Blackrock MuniYield Quality Fund III, Inc Common Stock",MYI,1/11/2024,2/01/2024,1/12/2024,0.0555,0.666,11/14/2023
"Blackrock MuniYield Quality Fund, Inc. Common Stock",MQY,1/11/2024,2/01/2024,1/12/2024,0.058,0.696,11/14/2023
BlackRock New York Municipal Income Trust,BNY,1/11/2024,2/01/2024,1/12/2024,0.043,0.516,11/14/2023
BlackRock Resources Common Shares of Beneficial Interest,BCX,1/11/2024,1/31/2024,1/12/2024,0.0518,0.6216,1/02/2024
BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,BSTZ,1/11/2024,1/31/2024,1/12/2024,0.10271,1.2325,1/02/2024
BlackRock Science and Technology Trust Common Shares of Beneficial Interest,BST,1/11/2024,1/31/2024,1/12/2024,0.25,3.0,1/02/2024
BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,BBN,1/11/2024,1/31/2024,1/12/2024,0.0929,1.1148,1/02/2024
"BlackRock Utility, Infrastructure & Power Opportunities Trust",BUI,1/11/2024,1/31/2024,1/12/2024,0.121,1.452,1/02/2024
BlackRock Virginia Municipal Bond Trust,BHV,1/11/2024,2/01/2024,1/12/2024,0.0395,0.474,11/14/2023
Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,BEPH,1/11/2024,1/30/2024,1/15/2024,0.2890625,1.1562,1/11/2024
Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,BEPI,1/11/2024,1/30/2024,1/15/2024,0.3046875,1.2188,1/11/2024
"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",BEP^A,1/11/2024,1/31/2024,1/15/2024,0.328125,1.3125,11/02/2023
"Buckle, Inc. (The) Common Stock",BKE,1/11/2024,1/26/2024,1/12/2024,0.35,1.4,12/04/2023
"Buckle, Inc. (The) Common Stock",BKE,1/11/2024,1/26/2024,1/12/2024,2.5,1.4,12/04/2023
Caledonia Mining Corporation Plc Common Shares,CMCL,1/11/2024,1/26/2024,1/12/2024,0.14,0.56,1/02/2024
Camden National Corporation Common Stock,CAC,1/11/2024,1/31/2024,1/15/2024,0.42,1.68,12/19/2023
Capital Southwest Corporation 7.75% Notes due 2028,CSWCZ,1/11/2024,2/01/2024,1/15/2024,0.484375,1.9375,1/11/2024
City Holding Company Common Stock,CHCO,1/11/2024,1/31/2024,1/15/2024,0.715,2.86,11/14/2023
Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,CODI^A,1/11/2024,1/30/2024,1/15/2024,0.453125,1.8125,1/04/2024
Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,CODI^B,1/11/2024,1/30/2024,1/15/2024,0.4921875,1.9688,1/04/2024
Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,CODI^C,1/11/2024,1/30/2024,1/15/2024,0.4921875,1.9688,1/04/2024
"Corporacion Inmobiliaria Vesta, S.A.B de C.V. American Depositary Shares, each representing ten (10) Common Shares",VTMX,1/11/2024,1/11/2024,1/12/2024,0.171567,0.1716,9/29/2023
Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,CMRE^D,1/11/2024,1/16/2024,1/12/2024,0.546875,2.1875,1/02/2024
"Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock, par value $0.0001",CMRE^E,1/11/2024,1/16/2024,1/12/2024,0.554688,2.2188,1/02/2024
Costamare Inc. Perpetual Preferred Series C (Marshall Islands),CMRE^C,1/11/2024,1/16/2024,1/12/2024,0.53125,2.125,1/02/2024
Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),CMRE^B,1/11/2024,1/16/2024,1/12/2024,0.476563,1.9063,1/02/2024
Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands),DSX^B,1/11/2024,1/16/2024,1/12/2024,0.554688,2.2188,12/19/2023
Diversified Healthcare Trust 5.625% Senior Notes due 2042,DHCNI,1/11/2024,2/01/2024,1/15/2024,0.3515625,1.40625,1/11/2024
Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,CEV,1/11/2024,1/19/2024,1/12/2024,0.0434,0.5208,1/02/2024
Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,EVV,1/11/2024,1/19/2024,1/12/2024,0.0803,0.9636,1/02/2024
Eaton Vance Municipal Income Trust Common Stock,EVN,1/11/2024,1/19/2024,1/12/2024,0.0461,0.5532,1/02/2024
"EIDP, Inc. Preferred Stock $3.50 Series",CTA^A,1/11/2024,1/25/2024,1/12/2024,0.875,3.5,11/02/2023
"EIDP, Inc. Preferred Stock $4.50 Series",CTA^B,1/11/2024,1/25/2024,1/12/2024,1.125,4.5,11/02/2023
First Trust Income Opportunities ETF,FCEF,1/11/2024,1/31/2024,1/12/2024,0.12,1.44,1/10/2024
"Fortress Biotech, Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",FBIOP,1/11/2024,1/31/2024,1/15/2024,0.1953125,2.34375,1/11/2024
"Freeport-McMoRan, Inc. Common Stock",FCX,1/11/2024,2/01/2024,1/12/2024,0.075,0.3,12/20/2023
"Freeport-McMoRan, Inc. Common Stock",FCX,1/11/2024,2/01/2024,1/12/2024,0.075,0.3,12/20/2023
Generation Income Properties Inc. Common Stock,GIPR,1/11/2024,1/30/2024,1/15/2024,0.039,0.468,1/03/2024
Gladstone Investment Corporation 4.875% Notes due 2028,GAINZ,1/11/2024,2/01/2024,1/15/2024,0.3046875,1.21875,1/11/2024
Gladstone Investment Corporation 5.00% Notes Due 2026,GAINN,1/11/2024,2/01/2024,1/15/2024,0.3125,1.25,1/11/2024
Gladstone Investment Corporation 8.00% Notes due 2028,GAINL,1/11/2024,2/01/2024,1/15/2024,0.5,0.0,1/11/2024
Global Medical REIT Inc. Series A Cumulative Redeemable Preferred Stock,GMRE^A,1/11/2024,1/31/2024,1/15/2024,0.46875,1.875,12/12/2023
"Global Net Lease, Inc. Common Stock",GNL,1/11/2024,1/16/2024,1/12/2024,0.354,1.416,1/02/2024
Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,GREEL,1/11/2024,1/31/2024,1/15/2024,0.53125,2.125,1/11/2024
Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,GUG,1/11/2024,1/31/2024,1/12/2024,0.11875,1.425,1/02/2024
Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,GOF,1/11/2024,1/31/2024,1/12/2024,0.1821,2.1852,1/02/2024
Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,GBAB,1/11/2024,1/31/2024,1/12/2024,0.12573,1.5088,1/02/2024
"Harrow,  Inc. 11.875% Senior Notes due 2027",HROWM,1/11/2024,1/31/2024,1/15/2024,0.7421875,2.96875,1/11/2024
"Harrow, Inc. 8.625% Senior Notes due 2026",HROWL,1/11/2024,1/31/2024,1/15/2024,0.5390625,2.15625,1/11/2024
"Hercules Capital, Inc. 6.25% Notes due 2033",HCXY,1/11/2024,1/30/2024,1/12/2024,0.390625,1.5625,1/11/2024
IDEX Corporation Common Stock,IEX,1/11/2024,1/26/2024,1/12/2024,0.64,2.56,11/08/2023
Immersion Corporation Common Stock,IMMR,1/11/2024,1/25/2024,1/14/2024,0.045,0.18,1/11/2024
"Ingles Markets, Incorporated Class A Common Stock",IMKTA,1/11/2024,1/19/2024,1/12/2024,0.165,0.66,1/02/2024
John Hancock Pfd Income Fund II Pfd Income Fund II,HPF,1/11/2024,1/31/2024,1/12/2024,0.1235,1.482,1/02/2024
John Hancock Preferred Income Fund III Preferred Income Fund III,HPS,1/11/2024,1/31/2024,1/12/2024,0.11,1.32,1/02/2024
